,date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,water_volumn,Temperature_A,Temperature_B,lamp_special_rartio,power(other),power(lamp_1_2_60_61_62_63_121_122),power_count,anomaly_total_number
24,2022-09-09,2D0,11,16_43_56_121,6792,10.5,24.2,24.85,0.25,65.5,69.5,66.5,4
25,2022-09-12,2D0,4,42_73_104,7464,10.0,23.5,23.75,0.0,70.5,74.5,70.5,3
26,2022-09-19,2D0,11,62_109_117,6923,10.5,24.2,24.85,0.3333333333333333,65.5,69.5,66.83333333333334,3
27,2022-09-19,2D0,14,12_87_89_122,6774,10.0,25.0,25.9,0.25,65.5,69.5,66.5,4
28,2022-09-30,2D0,12,58_93_111,7309,10.5,24.65,24.75,0.0,70.5,74.5,70.5,3
29,2022-10-05,2D0,3,4_91_97_115,7985,10.0,23.5,23.65,0.0,70.5,74.5,70.5,4
30,2022-10-05,2D0,7,66_98,7706,10.0,23.549999999999997,23.8,0.0,70.5,74.5,70.5,2
31,2022-10-10,2D0,1,21_36,7934,10.0,22.9,23.9,0.0,70.5,74.5,70.5,2
32,2022-10-10,2D0,4,1_67_96,6954,10.0,23.5,23.75,0.3333333333333333,65.5,69.5,66.83333333333334,3
33,2022-10-10,2D0,5,22_121,8131,10.0,23.65,24.15,0.5,75.5,79.5,77.5,2
34,2022-10-10,2D0,6,44_77_111,7952,10.0,23.6,24.25,0.0,70.5,74.5,70.5,3
35,2022-10-10,2D0,7,64_111,8201,10.0,23.549999999999997,23.8,0.0,75.5,79.5,75.5,2
36,2022-10-10,2D0,17,10_51_72,7783,10.0,24.6,26.0,0.0,70.5,74.5,70.5,3
37,2022-10-10,2D0,6,51_67_69_89_101_120,7932,10.0,23.6,24.25,0.0,70.5,74.5,70.5,6
38,2022-10-10,2D0,9,36_94_96_100_107,7682,10.0,23.799999999999997,23.45,0.0,70.5,74.5,70.5,5
39,2022-10-10,2D0,11,13_72_121,7091,10.5,24.2,24.85,0.3333333333333333,70.5,74.5,71.83333333333334,3
40,2022-10-10,2D0,13,5_16_43_83,7341,10.0,25.15,25.4,0.0,70.5,74.5,70.5,4
41,2022-10-11,2D0,2,15_70_85_121,8072,10.0,23.25,23.55,0.25,75.5,79.5,76.5,4
42,2022-10-13,2D0,1,23_60_96,8140,10.0,22.9,23.9,0.3333333333333333,75.5,79.5,76.83333333333334,3
43,2022-10-13,2D0,5,56_96_111,7909,10.0,23.65,24.15,0.0,70.5,74.5,70.5,3
44,2022-10-13,2D0,16,44_58_120,7268,10.0,24.65,25.65,0.0,70.5,74.5,70.5,3
45,2022-10-13,2D0,17,57_58,7011,10.0,24.6,26.0,0.0,70.5,74.5,70.5,2
46,2022-10-13,2D0,18,79_87_117,7140,10.0,24.65,25.6,0.0,70.5,74.5,70.5,3
47,2022-10-13,2D0,19,13_16_112,7112,10.0,25.1,25.2,0.0,70.5,74.5,70.5,3
48,2022-10-14,2D0,12,56_102,7512,10.5,24.65,24.75,0.0,70.5,74.5,70.5,2
49,2022-10-19,2D0,4,1_98,8001,10.0,23.5,23.75,0.5,75.5,79.5,77.5,2
50,2022-10-19,2D0,11,39,7183,10.5,24.2,24.85,0.0,70.5,74.5,70.5,1
51,2022-10-19,2D0,15,100_112,7407,10.0,24.65,25.6,0.0,70.5,74.5,70.5,2
52,2022-10-20,2D0,6,45_67_108_117,8044,10.0,23.6,24.25,0.0,75.5,79.5,75.5,4
53,2022-10-20,2D0,11,79,7207,10.5,24.2,24.85,0.0,70.5,74.5,70.5,1
54,2022-10-31,2D0,8,114,7996,10.0,23.7,23.65,0.0,70.5,74.5,70.5,1
55,2022-10-31,2D0,11,83_119,7246,10.5,24.2,24.85,0.0,70.5,74.5,70.5,2
56,2022-10-31,2D0,18,8_13_112,7367,10.0,24.65,25.6,0.0,70.5,74.5,70.5,3
57,2022-11-02,2D0,1,26_65_86,8411,10.0,22.9,23.9,0.0,75.5,79.5,75.5,3
58,2022-11-02,2D0,11,28,7267,10.5,24.2,24.85,0.0,70.5,74.5,70.5,1
59,2022-11-02,2D0,14,1_83,7415,10.0,25.0,25.9,0.5,70.5,74.5,72.5,2
60,2022-11-09,2D0,2,6_10_86_88,8431,10.0,23.25,23.55,0.0,75.5,79.5,75.5,4
61,2022-11-09,2D0,3,8_91_92,8465,10.0,23.5,23.65,0.0,75.5,79.5,75.5,3
62,2022-11-09,2D0,11,78,7286,10.5,24.2,24.85,0.0,70.5,74.5,70.5,1
63,2022-11-11,2D0,8,53_107,8159,10.0,23.7,23.65,0.0,75.5,79.5,75.5,2
64,2022-11-11,2D0,17,25_58,7421,10.0,24.6,26.0,0.0,70.5,74.5,70.5,2
65,2022-11-16,2D0,4,27_81_83,8377,10.0,23.5,23.75,0.0,75.5,79.5,75.5,3
66,2022-11-16,2D0,9,51_84_89,8745,10.0,23.799999999999997,23.45,0.0,75.5,79.5,75.5,3
67,2022-11-16,2D0,11,30_108,7352,10.5,24.2,24.85,0.0,70.5,74.5,70.5,2
68,2022-11-18,2D0,5,82_102,8675,10.0,23.65,24.15,0.0,75.5,79.5,75.5,2
69,2022-11-18,2D0,19,26_68_44,8167,10.0,25.1,25.2,0.0,75.5,79.5,75.5,3
70,2022-11-21,2D0,1,19_47_58,8666,10.0,22.9,23.9,0.0,75.5,79.5,75.5,3
71,2022-11-21,2D0,8,15_87,8255,10.0,23.7,23.65,0.0,75.5,79.5,75.5,2
72,2022-11-21,2D0,11,32,7418,10.5,24.2,24.85,0.0,70.5,74.5,70.5,1
73,2022-11-21,2D0,14,17,7626,10.0,25.0,25.9,0.0,70.5,74.5,70.5,1
74,2022-11-21,2D0,18,6_81_104,7668,10.0,24.65,25.6,0.0,70.5,74.5,70.5,3
75,2022-11-28,2D0,6,10_49_67_69_85,8606,10.0,23.6,24.25,0.0,75.5,79.5,75.5,5
76,2022-12-05,2D0,4,79_104,8610,10.0,23.5,23.75,0.0,75.5,79.5,75.5,2
77,2022-12-05,2D0,11,70,7582,10.5,24.2,24.85,0.0,70.5,74.5,70.5,1
78,2022-12-05,2D0,14,47_83,7748,10.0,25.0,25.9,0.0,70.5,74.5,70.5,2
79,2022-12-05,2D0,15,8_79,7997,10.0,24.65,25.6,0.0,70.5,74.5,70.5,2
80,2022-12-05,2D0,19,28_108_117,7815,10.0,25.1,25.2,0.0,70.5,74.5,70.5,3
81,2022-12-09,2D0,3,11_57_91_93,8937,10.0,23.5,23.65,0.0,75.5,79.5,75.5,4
82,2022-12-09,2D0,8,42_117,8513,10.0,23.7,23.65,0.0,75.5,79.5,75.5,2
83,2022-12-09,2D0,12,8_89_121,8337,10.5,24.65,24.75,0.3333333333333333,75.5,79.5,76.83333333333334,3
84,2022-12-11,2D0,13,34_38_85,8210,10.0,25.15,25.4,0.0,75.5,79.5,75.5,3
85,2022-12-11,2D0,16,36_92_117,8151,10.0,24.65,25.65,0.0,75.5,79.5,75.5,3
86,2022-12-11,2D0,17,88,7877,10.0,24.6,26.0,0.0,70.5,74.5,70.5,1
87,2022-12-14,2D0,2,4_8_16,8987,10.0,23.25,23.55,0.0,75.5,79.5,75.5,3
88,2022-12-14,2D0,7,94,8633,10.0,23.549999999999997,23.8,0.0,75.5,79.5,75.5,1
89,2022-12-14,2D0,9,6_23_104,8559,10.0,23.799999999999997,23.45,0.0,75.5,79.5,75.5,3
90,2022-12-14,2D0,10,76_82_84,8310,10.0,24.15,24.15,0.0,75.5,79.5,75.5,3
91,2022-12-14,2D0,14,83_105,7876,10.0,25.0,25.9,0.0,70.5,74.5,70.5,2
92,2022-12-14,2D0,17,40_52,7912,10.0,24.6,26.0,0.0,70.5,74.5,70.5,2
93,2022-12-17,2D0,1,16_60_80_110,9115,10.0,22.9,23.9,0.25,80.5,84.5,81.5,4
94,2022-12-17,2D0,5,8_38_66,8936,10.0,23.65,24.15,0.0,75.5,79.5,75.5,3
95,2022-12-17,2D0,16,30_50_102,8211,10.0,24.65,25.65,0.0,75.5,79.5,75.5,3
96,2022-12-17,2D0,18,6_19_72,8058,10.0,24.65,25.6,0.0,75.5,79.5,75.5,3
97,2022-12-19,2D0,7,22,8640,10.0,23.549999999999997,23.8,0.0,75.5,79.5,75.5,1
98,2022-12-19,2D0,11,25_119,7787,10.5,24.2,24.85,0.0,70.5,74.5,70.5,2
99,2022-12-23,2D0,2,68_84_86_94,9128,10.0,23.25,23.55,0.0,80.5,84.5,80.5,4
100,2022-12-23,2D0,8,60_66,8739,10.0,23.7,23.65,0.5,75.5,79.5,77.5,2
101,2022-12-23,2D0,9,49_56_109,8693,10.0,23.799999999999997,23.45,0.0,75.5,79.5,75.5,3
102,2022-12-23,2D0,11,43_106,7825,10.5,24.2,24.85,0.0,70.5,74.5,70.5,2
103,2022-12-26,2D0,4,17_64_107,8920,10.0,23.5,23.75,0.0,75.5,79.5,75.5,3
104,2022-12-26,2D0,7,22_70,8746,10.0,23.549999999999997,23.8,0.0,75.5,79.5,75.5,2
105,2022-12-26,2D0,8,78_98_121,8778,10.0,23.7,23.65,0.3333333333333333,75.5,79.5,76.83333333333334,3
106,2022-12-26,2D0,12,13_104,8619,10.5,24.65,24.75,0.0,75.5,79.5,75.5,2
107,2022-12-26,2D0,15,52_83,8287,10.0,24.65,25.6,0.0,75.5,79.5,75.5,2
108,2022-12-27,2D0,11,14,7902,10.5,24.2,24.85,0.0,70.5,74.5,70.5,1
109,2023-01-04,2D0,2,49_92_113,9320,10.0,23.25,23.55,0.0,80.5,84.5,80.5,3
110,2023-01-04,2D0,3,16_91,9329,10.0,23.5,23.65,0.0,80.5,84.5,80.5,2
111,2023-01-04,2D0,5,15_65,9191,10.0,23.65,24.15,0.0,80.5,84.5,80.5,2
112,2023-01-04,2D0,11,6_89_119,8057,10.5,24.2,24.85,0.0,75.5,79.5,75.5,3
113,2023-01-04,2D0,16,1_91_97,8447,10.0,24.65,25.65,0.3333333333333333,75.5,79.5,76.83333333333334,3
114,2023-01-07,2D0,1,25_88_91,9519,10.0,22.9,23.9,0.0,80.5,84.5,80.5,3
115,2023-01-07,2D0,8,45_76_116,8958,10.0,23.7,23.65,0.0,75.5,79.5,75.5,3
116,2023-01-07,2D0,10,27_96,8680,10.0,24.15,24.15,0.0,75.5,79.5,75.5,2
117,2023-01-07,2D0,12,31_64,8824,10.5,24.65,24.75,0.0,75.5,79.5,75.5,2
118,2023-01-11,2D0,5,21_29_108,9293,10.0,23.65,24.15,0.0,80.5,84.5,80.5,3
119,2023-01-11,2D0,7,25_108,9063,10.0,23.549999999999997,23.8,0.0,80.5,84.5,80.5,2
120,2023-01-11,2D0,15,44_98,8536,10.0,24.65,25.6,0.0,75.5,79.5,75.5,2
121,2023-01-16,2D0,11,30_48,8269,10.5,24.2,24.85,0.0,75.5,79.5,75.5,2
122,2023-01-16,2D0,13,17_34_38,8883,10.0,25.15,25.4,0.0,75.5,79.5,75.5,3
123,2023-01-16,2D0,15,13_100,8610,10.0,24.65,25.6,0.0,75.5,79.5,75.5,2
124,2023-01-21,2D0,2,8_58_92,9629,10.0,23.25,23.55,0.0,80.5,84.5,80.5,3
125,2023-01-21,2D0,3,81_91_93_102,9649,10.0,23.5,23.65,0.0,80.5,84.5,80.5,4
126,2023-01-21,2D0,5,65_94_109,9481,10.0,23.65,24.15,0.0,80.5,84.5,80.5,3
127,2023-01-21,2D0,7,47_121,9239,10.0,23.549999999999997,23.8,0.5,80.5,84.5,82.5,2
128,2023-01-21,2D0,11,67_119,8304,10.5,24.2,24.85,0.0,75.5,79.5,75.5,2
129,2023-01-24,2D0,1,6_26_43,9800,10.0,22.9,23.9,0.0,80.5,84.5,80.5,3
130,2023-01-24,2D0,3,85_104_68_69,9673,10.0,23.5,23.65,0.0,80.5,84.5,80.5,4
131,2023-01-24,2D0,11,47_117,8335,10.5,24.2,24.85,0.0,75.5,79.5,75.5,2
132,2023-01-27,2D0,8,77_121,9299,10.0,23.7,23.65,0.5,80.5,84.5,82.5,2
133,2023-01-27,2D0,12,11_113,9166,10.5,24.65,24.75,0.0,80.5,84.5,80.5,2
134,2023-01-27,2D0,13,19_26_121,9026,10.0,25.15,25.4,0.3333333333333333,80.5,84.5,81.83333333333334,3
135,2023-02-01,2D0,3,30_91_92,9764,10.0,23.5,23.65,0.0,80.5,84.5,80.5,3
136,2023-02-01,2D0,5,87_106_107,9618,10.0,23.65,24.15,0.0,80.5,84.5,80.5,3
137,2023-02-01,2D0,13,30_56,9072,10.0,25.15,25.4,0.0,80.5,84.5,80.5,2
138,2023-02-01,2D0,15,16_111,8773,10.0,24.65,25.6,0.0,75.5,79.5,75.5,2
139,2023-02-01,2D0,16,59_98_102,8901,10.0,24.65,25.65,0.0,75.5,79.5,75.5,3
