,date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,water_volumn,Temperature_A,Temperature_B,lamp_special_rartio,power(other),power(lamp_1_2_60_61_62_63_121_122),power_count,anomaly_total_number
155,2022-06-14,1C0,18,8_22,7533,12.0,27.15,25.5,0.0,70.5,74.5,70.5,2
156,2022-06-16,1C0,5,78_82,8302,11.0,24.9,24.85,0.0,75.5,79.5,75.5,2
157,2022-06-16,1C0,8,3_82,7887,10.5,24.7,25.2,0.0,70.5,74.5,70.5,2
158,2022-06-17,1C0,1,83,7440,11.0,23.65,23.5,0.0,70.5,74.5,70.5,1
159,2022-06-17,1C0,2,6,8229,11.0,24.0,24.15,0.0,75.5,79.5,75.5,1
160,2022-06-17,1C0,7,109_117,8099,11.0,24.5,25.2,0.0,75.5,79.5,75.5,2
161,2022-06-18,1C0,11,113_115,7633,12.0,25.2,25.45,0.0,70.5,74.5,70.5,2
162,2022-06-20,1C0,1,16,7484,11.0,23.65,23.5,0.0,70.5,74.5,70.5,1
163,2022-06-20,1C0,2,13_28,8260,11.0,24.0,24.15,0.0,75.5,79.5,75.5,2
164,2022-06-20,1C0,4,108_118,8154,11.0,24.25,24.6,0.0,75.5,79.5,75.5,2
165,2022-06-20,1C0,10,51_92,7786,12.0,25.4,25.65,0.0,70.5,74.5,70.5,2
166,2022-06-20,1C0,18,66_78,7605,12.0,27.15,25.5,0.0,70.5,74.5,70.5,2
167,2022-06-21,1C0,16,21_26,7741,12.0,27.3,26.35,0.0,70.5,74.5,70.5,2
168,2022-06-23,1C0,2,40,8295,11.0,24.0,24.15,0.0,75.5,79.5,75.5,1
169,2022-06-23,1C0,8,104,8008,10.5,24.7,25.2,0.0,75.5,79.5,75.5,1
170,2022-06-23,1C0,9,45_58,8011,11.0,25.15,25.299999999999997,0.0,75.5,79.5,75.5,2
171,2022-06-23,1C0,13,24_64,7847,12.0,28.65,27.75,0.0,70.5,74.5,70.5,2
172,2022-06-24,1C0,3,2_81_111,8086,11.0,24.45,24.6,0.3333333333333333,75.5,79.5,76.83333333333334,3
173,2022-06-25,1C0,5,34_66,8472,11.0,24.9,24.85,0.0,75.5,79.5,75.5,2
174,2022-06-25,1C0,6,81_83,8149,11.0,24.8,25.299999999999997,0.0,75.5,79.5,75.5,2
175,2022-06-27,1C0,1,44,7595,11.0,23.65,23.5,0.0,70.5,74.5,70.5,1
176,2022-06-27,1C0,2,33,8357,11.0,24.0,24.15,0.0,75.5,79.5,75.5,1
177,2022-06-27,1C0,4,36,8262,11.0,24.25,24.6,0.0,75.5,79.5,75.5,1
178,2022-06-27,1C0,14,11_85,7976,12.0,29.3,27.950000000000003,0.0,70.5,74.5,70.5,2
179,2022-06-27,1C0,17,27,7825,12.0,26.85,25.65,0.0,70.5,74.5,70.5,1
180,2022-06-28,1C0,17,3_56,7831,12.0,26.85,25.65,0.0,70.5,74.5,70.5,2
181,2022-06-29,1C0,6,36,8193,11.0,24.8,25.299999999999997,0.0,75.5,79.5,75.5,1
182,2022-07-01,1C0,12,30_47,8064,12.0,27.2,26.2,0.0,75.5,79.5,75.5,2
183,2022-07-04,1C0,2,12_32,8406,11.0,24.0,24.15,0.0,75.5,79.5,75.5,2
184,2022-07-04,1C0,6,101_115,8204,11.0,24.8,25.299999999999997,0.0,75.5,79.5,75.5,2
185,2022-07-04,1C0,10,105_119,7950,12.0,25.4,25.65,0.0,70.5,74.5,70.5,2
186,2022-07-04,1C0,17,12_79,7867,12.0,26.85,25.65,0.0,70.5,74.5,70.5,2
187,2022-07-04,1C0,19,41_108,7825,12.0,27.2,25.0,0.0,70.5,74.5,70.5,2
188,2022-07-05,1C0,1,102_111,7670,11.0,23.65,23.5,0.0,70.5,74.5,70.5,2
189,2022-07-05,1C0,11,17_101,7864,12.0,25.2,25.45,0.0,70.5,74.5,70.5,2
190,2022-07-07,1C0,1,27,8606,11.0,23.65,23.5,0.0,75.5,79.5,75.5,1
191,2022-07-07,1C0,5,44_50,8611,11.0,24.9,24.85,0.0,75.5,79.5,75.5,2
192,2022-07-07,1C0,6,79,8235,11.0,24.8,25.299999999999997,0.0,75.5,79.5,75.5,1
193,2022-07-07,1C0,9,19_119,8181,11.0,25.15,25.299999999999997,0.0,75.5,79.5,75.5,2
194,2022-07-07,1C0,16,81_104,7525,12.0,27.3,26.35,0.0,70.5,74.5,70.5,2
195,2022-07-07,1C0,19,91_121,7872,12.0,27.2,25.0,0.5,70.5,74.5,72.5,2
196,2022-07-08,1C0,4,3_15,8394,11.0,24.25,24.6,0.0,75.5,79.5,75.5,2
197,2022-07-08,1C0,13,10_20,8037,12.0,28.65,27.75,0.0,75.5,79.5,75.5,2
198,2022-07-08,1C0,15,6_119,8018,12.0,29.25,27.6,0.0,75.5,79.5,75.5,2
199,2022-07-08,1C0,17,11_53,7928,12.0,26.85,25.65,0.0,70.5,74.5,70.5,2
200,2022-07-14,1C0,5,27_79,8624,11.0,24.9,24.85,0.0,75.5,79.5,75.5,2
201,2022-07-14,1C0,8,12_100,8255,10.5,24.7,25.2,0.0,75.5,79.5,75.5,2
202,2022-07-14,1C0,14,17_104,8156,12.0,29.3,27.950000000000003,0.0,75.5,79.5,75.5,2
203,2022-07-16,1C0,4,48_100,8482,11.0,24.25,24.6,0.0,75.5,79.5,75.5,2
204,2022-07-16,1C0,7,91_106,8096,11.0,24.5,25.2,0.0,75.5,79.5,75.5,2
205,2022-07-16,1C0,10,84_96,7980,12.0,25.4,25.65,0.0,70.5,74.5,70.5,2
206,2022-07-16,1C0,11,66_76,8175,12.0,25.2,25.45,0.0,75.5,79.5,75.5,2
207,2022-07-16,1C0,14,62_87,7996,12.0,29.3,27.950000000000003,0.5,70.5,74.5,72.5,2
208,2022-07-16,1C0,17,41_117,7961,12.0,26.85,25.65,0.0,70.5,74.5,70.5,2
209,2022-07-16,1C0,19,92_102,8705,12.0,27.2,25.0,0.0,75.5,79.5,75.5,2
210,2022-07-18,1C0,1,4_9,7053,11.0,23.65,23.5,0.0,70.5,74.5,70.5,2
211,2022-07-18,1C0,9,2_104,7053,11.0,25.15,25.299999999999997,0.5,70.5,74.5,72.5,2
212,2022-07-18,1C0,14,15,8372,12.0,29.3,27.950000000000003,0.0,75.5,79.5,75.5,1
213,2022-07-18,1C0,15,81_117,8101,12.0,29.25,27.6,0.0,75.5,79.5,75.5,2
214,2022-07-18,1C0,16,83_100,8068,12.0,27.3,26.35,0.0,75.5,79.5,75.5,2
215,2022-07-30,1C0,1,59,7887,11.0,23.65,23.5,0.0,70.5,74.5,70.5,1
216,2022-07-30,1C0,4,10_41,8526,11.0,24.25,24.6,0.0,75.5,79.5,75.5,2
217,2022-07-30,1C0,6,65_109,8415,11.0,24.8,25.299999999999997,0.0,75.5,79.5,75.5,2
218,2022-07-30,1C0,15,66_121,8166,12.0,29.25,27.6,0.5,75.5,79.5,77.5,2
219,2022-08-03,1C0,13,33_120,8272,12.0,28.65,27.75,0.0,75.5,79.5,75.5,2
220,2022-08-03,1C0,15,76,8203,12.0,29.25,27.6,0.0,75.5,79.5,75.5,1
221,2022-08-06,1C0,1,87_106,7938,11.0,23.65,23.5,0.0,70.5,74.5,70.5,2
222,2022-08-06,1C0,6,27_104,8483,11.0,24.8,25.299999999999997,0.0,75.5,79.5,75.5,2
223,2022-08-06,1C0,9,74_106,8444,11.0,25.15,25.299999999999997,0.0,75.5,79.5,75.5,2
224,2022-08-06,1C0,11,60_78,8137,12.0,25.2,25.45,0.5,75.5,79.5,77.5,2
225,2022-08-06,1C0,13,19_104,8303,12.0,28.65,27.75,0.0,75.5,79.5,75.5,2
226,2022-08-06,1C0,19,45_74,8129,12.0,27.2,25.0,0.0,75.5,79.5,75.5,2
227,2022-08-10,1C0,10,13_65,8324,12.0,25.4,25.65,0.0,75.5,79.5,75.5,2
228,2022-08-15,1C0,9,40_76,8497,11.0,25.15,25.299999999999997,0.0,75.5,79.5,75.5,2
229,2022-08-15,1C0,14,93,8396,12.0,29.3,27.950000000000003,0.0,75.5,79.5,75.5,1
230,2022-08-15,1C0,15,40_94,8308,12.0,29.25,27.6,0.0,75.5,79.5,75.5,2
231,2022-08-15,1C0,17,49_109,8263,12.0,26.85,25.65,0.0,75.5,79.5,75.5,2
232,2022-08-19,1C0,1,9_100,8054,11.0,23.65,23.5,0.0,75.5,79.5,75.5,2
233,2022-08-19,1C0,8,41_43,181,10.5,24.7,25.2,0.0,38.0,42.0,38.0,2
234,2022-08-22,1C0,7,119,8796,11.0,24.5,25.2,0.0,75.5,79.5,75.5,1
235,2022-08-24,1C0,6,19_41,8641,11.0,24.8,25.299999999999997,0.0,75.5,79.5,75.5,2
236,2022-08-24,1C0,9,36,8547,11.0,25.15,25.299999999999997,0.0,75.5,79.5,75.5,1
237,2022-08-24,1C0,13,23_40_108,8446,12.0,28.65,27.75,0.0,75.5,79.5,75.5,3
238,2022-08-24,1C0,17,10_87,8316,12.0,26.85,25.65,0.0,75.5,79.5,75.5,2
239,2022-08-24,1C0,18,19_53,8273,12.0,27.15,25.5,0.0,75.5,79.5,75.5,2
240,2022-08-31,1C0,6,26_68,8698,11.0,24.8,25.299999999999997,0.0,75.5,79.5,75.5,2
