date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,anomaly_total_number
2022-08-26,2C0,2,26_28_65_104,6680,4
2022-08-26,2C0,11,12_39_121,7185,3
2022-08-26,2C0,19,38_40,6931,2
2022-08-29,2C0,5,44,7504,1
2022-08-29,2C0,6,50_55,7367,2
2022-08-29,2C0,16,109_117,7121,2
2022-08-30,2C0,1,13_26,7402,2
2022-08-30,2C0,7,26_49_98,7561,3
2022-08-30,2C0,17,28_60_65,7214,3
2022-09-05,2C0,15,26_77_79,7276,3
2022-09-07,2C0,2,43_65_102,6871,3
2022-09-12,2C0,1,15_79_81,7604,3
2022-09-14,2C0,2,4_106,6965,2
2022-09-14,2C0,8,15_43_65,7582,3
2022-09-17,2C0,12,1_40_119,7528,3
2022-09-20,2C0,1,107,7728,1
2022-09-23,2C0,5,22_26,7910,2
2022-09-23,2C0,8,70_74_81,7753,3
2022-09-23,2C0,18,39_87,7566,2
2022-09-30,2C0,1,8_109,7899,2
2022-09-30,2C0,9,43_56,7843,2
2022-09-30,2C0,11,89_102_112,7698,3
2022-10-19,2C0,9,49_55_58,8044,3
2022-10-19,2C0,10,60_76,8223,2
2022-10-19,2C0,11,10_47_76,7992,3
2022-10-20,2C0,1,91_119,8075,2
2022-10-20,2C0,6,23_38_42,8096,3
2022-10-20,2C0,8,52_55_58,8158,3
2022-10-20,2C0,13,72_75_90,8087,3
2022-10-27,2C0,5,91_120,8313,2
2022-10-27,2C0,12,26_76_112,8142,3
2022-10-28,2C0,2,80_93,7652,2
2022-10-28,2C0,10,20_46_117,8312,3
2022-11-02,2C0,3,6_53_69,8609,3
2022-11-02,2C0,17,55_67_72,8074,3
2022-11-04,2C0,6,49_47_100,8301,3
2022-11-07,2C0,2,37_99,7834,2
2022-11-07,2C0,7,74_78_81,8598,3
2022-11-07,2C0,11,28_106_115,8244,3
2022-11-11,2C0,13,16_23_68,8395,3
2022-11-16,2C0,8,60_66_76,8521,3
2022-11-16,2C0,18,20_90_92,8366,3
2022-11-21,2C0,1,28_85_115,8566,3
2022-11-21,2C0,6,13_79_111,8521,3
2022-11-21,2C0,12,17_25_91,8511,3
2022-11-21,2C0,17,31_47_72,8340,3
2022-11-21,2C0,18,28_45_57,8425,3
2022-11-28,2C0,1,44_49,8669,2
2022-11-28,2C0,9,60_92,8646,2
2022-12-04,2C0,1,48_59_111,8758,3
2022-12-04,2C0,4,40_79,7746,2
2022-12-04,2C0,8,34_85_107,8831,3
2022-12-04,2C0,11,3_26_68,8657,3
2022-12-04,2C0,13,12_21_70,8696,3
2022-12-08,2C0,2,38_107,8368,2
2022-12-08,2C0,10,27_53_80,8964,3
2022-12-08,2C0,14,11_76_80,8645,3
2022-12-09,2C0,6,38_93_116,8831,3
2022-12-11,2C0,1,12_25_83,8871,3
2022-12-11,2C0,3,15_38,9281,2
2022-12-11,2C0,12,41_100_118,8867,3
2022-12-14,2C0,13,7_110_115,8869,3
2022-12-17,2C0,2,27_87_96,8517,3
2022-12-17,2C0,3,41_88,9346,2
2022-12-17,2C0,12,11_51_113,8950,3
2022-12-17,2C0,19,28_58_121,8650,3
2022-12-19,2C0,8,72_82_84_116,9054,4
2022-12-21,2C0,4,44_70_95,8030,3
2022-12-21,2C0,6,15_108,9016,2
2022-12-22,2C0,7,16_45_67_109,9316,4
2022-12-22,2C0,10,76_88_92,9193,3
2022-12-22,2C0,11,32_47_49,8937,3
2022-12-26,2C0,2,28_57_66,8636,3
2022-12-26,2C0,6,45_46_50,9118,3
2022-12-26,2C0,12,26_39_101,9067,3
2022-12-28,2C0,18,4_72_87,9055,3
2022-12-30,2C0,8,8_35_91,9277,3
2022-12-30,2C0,17,23_70_117,9006,3
2023-01-03,2C0,11,38_92_111,9171,3
2023-01-03,2C0,13,43_54_66,9131,3
2023-01-07,2C0,9,74_87_96,9346,3
2023-01-07,2C0,11,68_81_102,9217,3
2023-01-10,2C0,12,44_73_119,9339,3
2023-01-11,2C0,2,28_40_89,8954,3
2023-01-11,2C0,14,30_60_105,9287,3
2023-01-12,2C0,5,32,8676,1
2023-01-12,2C0,10,39_41_57,9624,3
2023-01-12,2C0,17,35_109_114,9243,3
2023-01-16,2C0,8,54_80,9592,2
2023-01-18,2C0,8,43_108,9600,2
2023-01-21,2C0,6,6_30_45_47,9636,4
2023-01-21,2C0,8,39_51,9636,2
2023-01-21,2C0,12,2_107,9530,2
2023-01-24,2C0,8,56_64_113,9667,3
2023-01-24,2C0,14,13_26_81,9494,3
2023-01-24,2C0,18,19_68_83,9480,3
2023-01-24,2C0,19,62_95_121,9295,3
2023-01-27,2C0,2,21_50_117,9196,3
2023-01-28,2C0,11,33_77_96,9613,3
2023-01-31,2C0,2,25_26_101,9218,3
2023-01-31,2C0,4,19_68_96,8825,3
2023-01-31,2C0,9,32_45_113,9795,3
2023-02-01,2C0,18,68_78_111,9592,3
2023-02-04,2C0,7,72_80_100,10146,3
2023-02-04,2C0,19,18_23_31,9454,3
2023-02-06,2C0,12,4_41_79,9795,3
