date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,anomaly_total_number
2022-12-05,2D0,15,8_79,7997,2
2022-12-05,2D0,19,28_108_117,7815,3
2022-12-09,2D0,3,11_57_91_93,8937,4
2022-12-09,2D0,8,42_117,8513,2
2022-12-09,2D0,12,8_89_121,8337,3
2022-12-11,2D0,13,34_38_85,8210,3
2022-12-11,2D0,16,36_92_117,8151,3
2022-12-11,2D0,17,88,7877,1
2022-12-14,2D0,2,4_8_16,8987,3
2022-12-14,2D0,7,94,8633,1
2022-12-14,2D0,9,6_23_104,8559,3
2022-12-14,2D0,10,76_82_84,8310,3
2022-12-14,2D0,14,83_105,7876,2
2022-12-14,2D0,17,40_52,7912,2
2022-12-17,2D0,1,16_60_80_110,9115,4
2022-12-17,2D0,5,8_38_66,8936,3
2022-12-17,2D0,16,30_50_102,8211,3
2022-12-17,2D0,18,6_19_72,8058,3
2022-12-19,2D0,7,22,8640,1
2022-12-19,2D0,11,25_119,7787,2
2022-12-23,2D0,2,68_84_86_94,9128,4
2022-12-23,2D0,8,60_66,8739,2
2022-12-23,2D0,9,49_56_109,8693,3
2022-12-23,2D0,11,43_106,7825,2
2022-12-26,2D0,4,17_64_107,8920,3
2022-12-26,2D0,7,22_70,8746,2
2022-12-26,2D0,8,78_98_121,8778,3
2022-12-26,2D0,12,13_104,8619,2
2022-12-26,2D0,15,52_83,8287,2
2022-12-27,2D0,11,14,7902,1
2023-01-04,2D0,2,49_92_113,9320,3
2023-01-04,2D0,3,16_91,9329,2
2023-01-04,2D0,5,15_65,9191,2
2023-01-04,2D0,11,6_89_119,8057,3
2023-01-04,2D0,16,1_91_97,8447,3
2023-01-07,2D0,1,25_88_91,9519,3
2023-01-07,2D0,8,45_76_116,8958,3
2023-01-07,2D0,10,27_96,8680,2
2023-01-07,2D0,12,31_64,8824,2
2023-01-11,2D0,5,21_29_108,9293,3
2023-01-11,2D0,7,25_108,9063,2
2023-01-11,2D0,15,44_98,8536,2
2023-01-16,2D0,11,30_48,8269,2
2023-01-16,2D0,13,17_34_38,8883,3
2023-01-16,2D0,15,13_100,8610,2
2023-01-21,2D0,2,8_58_92,9629,3
2023-01-21,2D0,3,81_91_93_102,9649,4
2023-01-21,2D0,5,65_94_109,9481,3
2023-01-21,2D0,7,47_121,9239,2
2023-01-21,2D0,11,67_119,8304,2
2023-01-24,2D0,1,6_26_43,9800,3
2023-01-24,2D0,3,85_104_68_69,9673,4
2023-01-24,2D0,11,47_117,8335,2
2023-01-27,2D0,8,77_121,9299,2
2023-01-27,2D0,12,11_113,9166,2
2023-01-27,2D0,13,19_26_121,9026,3
2023-02-01,2D0,3,30_91_92,9764,3
2023-02-01,2D0,5,87_106_107,9618,3
2023-02-01,2D0,13,30_56,9072,2
2023-02-01,2D0,15,16_111,8773,2
2023-02-01,2D0,16,59_98_102,8901,3
