date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,anomaly_total_number
2022-05-04,1B0,17,40_102_17,7406,3
2022-05-06,1B0,1,43_60,7775,2
2022-05-06,1B0,3,21_81_107,7817,3
2022-05-06,1B0,5,23_107_115,7392,3
2022-05-09,1B0,2,25_91_97,6486,3
2022-05-09,1B0,8,87_106,7624,2
2022-05-09,1B0,9,50_113,7483,2
2022-05-11,1B0,1,17_75,7872,2
2022-05-11,1B0,3,15_113,7886,2
2022-05-13,1B0,2,38_46_58,6554,3
2022-05-13,1B0,4,117,7029,1
2022-05-15,1B0,4,109,7064,1
2022-05-15,1B0,11,23_39_70,7705,3
2022-05-15,1B0,12,36_107,7668,2
2022-05-17,1B0,6,24_41_87,7876,3
2022-05-17,1B0,7,24_68_117,7614,3
2022-05-17,1B0,8,13_55_118,7774,3
2022-05-18,1B0,10,79_113_116,7822,3
2022-05-20,1B0,1,3_40,8038,2
2022-05-21,1B0,8,17_110_119,7846,3
2022-05-21,1B0,9,21_28_87,7722,3
2022-05-21,1B0,10,13_76_101,7879,3
2022-05-23,1B0,3,23_95_121,8117,3
2022-05-23,1B0,15,26_51_58,7699,3
2022-05-23,1B0,16,53_119,7713,2
2022-05-23,1B0,17,21_111_119,7749,3
2022-05-23,1B0,18,50_70_119,7579,3
2022-05-24,1B0,2,13_44,6772,2
2022-05-25,1B0,4,106,7223,1
2022-05-25,1B0,7,77_100,8032,2
2022-05-28,1B0,4,57,7260,1
2022-05-28,1B0,9,72_73,7867,2
2022-05-29,1B0,1,2_83_99,8206,3
2022-05-29,1B0,3,85_109,8223,2
2022-05-29,1B0,9,6_31,7876,2
2022-05-29,1B0,18,47_92_98,7689,3
2022-05-30,1B0,11,108,7992,1
2022-05-30,1B0,13,40_43_46,7972,3
2022-05-30,1B0,15,5_43_109,7829,3
2022-05-30,1B0,17,19_31_46,7877,3
2022-05-31,1B0,11,65_68,7998,2
2022-05-31,1B0,12,31_45_55,7982,3
2022-06-01,1B0,2,55,6934,1
2022-06-02,1B0,14,5_34_38,7896,3
2022-06-04,1B0,5,10_28_91,7941,3
2022-06-04,1B0,6,25_83_92,8239,3
2022-06-06,1B0,2,38_59,7012,2
2022-06-06,1B0,10,21_97_104,8171,3
2022-06-06,1B0,11,31_54_102,8103,3
2022-06-06,1B0,14,26_45_74,7959,3
2022-06-06,1B0,16,66_102_106,7994,3
2022-06-06,1B0,17,20_80_98,8014,3
2022-06-07,1B0,4,102,7450,1
2022-06-08,1B0,1,6_30_83,8407,3
2022-06-09,1B0,4,16,7487,1
2022-06-09,1B0,8,26_79,8221,2
2022-06-09,1B0,9,106,8100,1
2022-06-10,1B0,9,24_102,8119,2
2022-06-10,1B0,14,42_92_108,8023,3
2022-06-11,1B0,3,65_76,8502,2
2022-06-11,1B0,7,64_97_104,8114,3
2022-06-11,1B0,8,49_95_105,8266,3
2022-06-11,1B0,9,10_59_108,8136,3
2022-06-11,1B0,15,6_19_57,8064,3
2022-06-14,1B0,5,15_21_100,8127,3
2022-06-14,1B0,10,58_86_88,8335,3
2022-06-14,1B0,11,24_43_81,8222,3
2022-06-15,1B0,6,15_96,8458,2
2022-06-15,1B0,9,66_90,8203,2
2022-06-16,1B0,2,76_87_89,7212,3
2022-06-16,1B0,4,26,7606,1
2022-06-16,1B0,14,2_22_59,8118,3
2022-06-17,1B0,9,34_81,8233,2
2022-06-18,1B0,5,1_25_43,8163,3
2022-06-18,1B0,16,15_31_105,8214,3
2022-06-20,1B0,3,9_24_40,8642,3
2022-06-20,1B0,5,109_111_121,8221,3
2022-06-20,1B0,8,34_45,8391,2
2022-06-20,1B0,15,30_93_108,8214,3
2022-06-22,1B0,7,10_17_51,8039,3
2022-06-22,1B0,11,51_118,8358,2
2022-06-23,1B0,2,29_117,7335,2
2022-06-23,1B0,12,27_119,8434,2
2022-06-23,1B0,13,42_93_107,8486,3
2022-06-23,1B0,17,41_60_68,8338,3
2022-06-24,1B0,8,21_92_121,8459,3
2022-06-25,1B0,4,114_116,7755,2
2022-06-27,1B0,6,35_106_108_111,8343,4
2022-06-27,1B0,14,36_65_83,8361,3
2022-06-27,1B0,15,13_45_106,8337,3
2022-06-28,1B0,2,3_65_79,7419,3
2022-06-28,1B0,5,66_67_78,8345,3
2022-07-04,1B0,1,49_111,8742,2
2022-07-04,1B0,3,45_78,8820,2
2022-07-04,1B0,12,5_116,8554,2
2022-07-05,1B0,4,40_43,7852,2
2022-07-05,1B0,7,82_96,8472,2
2022-07-05,1B0,16,8_32_45,8462,3
2022-07-05,1B0,18,53_58_63,8318,3
2022-07-07,1B0,2,17_104,7964,2
2022-07-07,1B0,8,6_37_48,7706,3
2022-07-08,1B0,5,51_86_87_88,8462,4
2022-07-08,1B0,9,5_20,8547,2
2022-07-12,1B0,4,38,7935,1
2022-07-12,1B0,11,28_34,8621,2
2022-07-14,1B0,1,53_100,8879,2
2022-07-14,1B0,7,107,8558,1
2022-07-14,1B0,15,2_25_100,8522,3
2022-07-14,1B0,17,26_38_55,8592,3
2022-07-18,1B0,3,64_91,7003,2
2022-07-18,1B0,7,17,8659,1
2022-07-18,1B0,11,50_65_111,8692,3
2022-07-30,1B0,5,22_88,8654,2
2022-07-30,1B0,12,24_28,8774,2
2022-07-30,1B0,19,40_100_113,4085,3
2022-08-03,1B0,10,10_24_56,8966,3
2022-08-03,1B0,13,6_85_121,8922,3
2022-08-06,1B0,3,92_103,9172,2
2022-08-06,1B0,4,9_49,8136,2
2022-08-06,1B0,12,75_89,8853,2
2022-08-10,1B0,8,35_36,8955,2
2022-08-10,1B0,9,70_79,8842,2
2022-08-10,1B0,14,9_79_112,8720,3
2022-08-10,1B0,17,24_65_85,8853,3
2022-08-15,1B0,1,19_28,9214,2
2022-08-15,1B0,2,9_109,7958,2
2022-08-15,1B0,3,12_80_105,8250,3
2022-08-15,1B0,11,18_76_92,8970,3
2022-08-15,1B0,15,10_53_94,8861,3
2022-08-15,1B0,18,71_73_55,8755,3
2022-08-22,1B0,7,43_87_112,8956,3
2022-08-22,1B0,16,7_65_67,8967,3
2022-08-24,1B0,1,66_77,9295,2
2022-08-24,1B0,6,31_55_82,9326,3
2022-08-29,1B0,12,66_89_91,9092,3
2022-08-29,1B0,17,104,9036,1
2022-08-30,1B0,7,25_70_118,9056,3
2022-08-30,1B0,8,32_43_29,9161,3
2022-08-30,1B0,9,13_64,9047,2
2022-08-30,1B0,15,49_60_96,9045,3
