date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,anomaly_total_number
2022-05-25,1C0,13,102,7349,1
2022-05-26,1C0,2,56_58,7815,2
2022-05-26,1C0,18,2_96,7214,2
2022-05-28,1C0,1,46,7079,1
2022-05-28,1C0,9,38_79,7540,2
2022-05-29,1C0,13,56,7412,1
2022-05-30,1C0,4,40_73,7787,2
2022-05-30,1C0,15,47_106,7368,2
2022-05-31,1C0,3,21_94_120,7654,3
2022-05-31,1C0,5,17_31,7983,2
2022-05-31,1C0,7,42_66,7789,2
2022-05-31,1C0,9,24_106,7588,2
2022-05-31,1C0,10,47_78,7420,2
2022-05-31,1C0,17,4_21,7389,2
2022-06-01,1C0,14,55_68,7446,2
2022-06-02,1C0,9,28_41,7610,2
2022-06-02,1C0,12,52_77,7556,2
2022-06-02,1C0,13,113,7482,1
2022-06-04,1C0,2,10_16,7971,2
2022-06-06,1C0,1,107,7247,1
2022-06-06,1C0,4,65_120,7899,2
2022-06-06,1C0,8,21,7706,1
2022-06-06,1C0,14,9_49,7584,2
2022-06-06,1C0,17,43_108,7475,2
2022-06-07,1C0,1,22_69,7267,2
2022-06-07,1C0,13,92,7561,1
2022-06-08,1C0,6,34_98,7842,2
2022-06-09,1C0,13,7_53,7595,2
2022-06-10,1C0,7,31,7983,1
2022-06-10,1C0,16,17,7554,1
2022-06-10,1C0,18,21_122,7501,2
2022-06-10,1C0,19,76,7487,1
2022-06-11,1C0,2,19_43,8123,2
2022-06-11,1C0,5,117,8221,1
2022-06-11,1C0,15,23_68,7611,2
2022-06-11,1C0,17,17_55,7565,2
2022-06-14,1C0,3,58_116,7911,2
2022-06-14,1C0,6,78_102,7955,2
2022-06-14,1C0,7,11_60,8052,2
2022-06-14,1C0,18,8_22,7533,2
2022-06-16,1C0,5,78_82,8302,2
2022-06-16,1C0,8,3_82,7887,2
2022-06-17,1C0,1,83,7440,1
2022-06-17,1C0,2,6,8229,1
2022-06-17,1C0,7,109_117,8099,2
2022-06-18,1C0,11,113_115,7633,2
2022-06-20,1C0,1,16,7484,1
2022-06-20,1C0,2,13_28,8260,2
2022-06-20,1C0,4,108_118,8154,2
2022-06-20,1C0,10,51_92,7786,2
2022-06-20,1C0,18,66_78,7605,2
2022-06-21,1C0,16,21_26,7741,2
2022-06-23,1C0,2,40,8295,1
2022-06-23,1C0,8,104,8008,1
2022-06-23,1C0,9,45_58,8011,2
2022-06-23,1C0,13,24_64,7847,2
2022-06-24,1C0,3,2_81_111,8086,3
2022-06-25,1C0,5,34_66,8472,2
2022-06-25,1C0,6,81_83,8149,2
2022-06-27,1C0,1,44,7595,1
2022-06-27,1C0,2,33,8357,1
2022-06-27,1C0,4,36,8262,1
2022-06-27,1C0,14,11_85,7976,2
2022-06-27,1C0,17,27,7825,1
2022-06-28,1C0,17,3_56,7831,2
2022-06-29,1C0,6,36,8193,1
2022-07-01,1C0,12,30_47,8064,2
2022-07-04,1C0,2,12_32,8406,2
2022-07-04,1C0,6,101_115,8204,2
2022-07-04,1C0,10,105_119,7950,2
2022-07-04,1C0,17,12_79,7867,2
2022-07-04,1C0,19,41_108,7825,2
2022-07-05,1C0,1,102_111,7670,2
2022-07-05,1C0,11,17_101,7864,2
2022-07-07,1C0,1,27,8606,1
2022-07-07,1C0,5,44_50,8611,2
2022-07-07,1C0,6,79,8235,1
2022-07-07,1C0,9,19_119,8181,2
2022-07-07,1C0,16,81_104,7525,2
2022-07-07,1C0,19,91_121,7872,2
2022-07-08,1C0,4,3_15,8394,2
2022-07-08,1C0,13,10_20,8037,2
2022-07-08,1C0,15,6_119,8018,2
2022-07-08,1C0,17,11_53,7928,2
2022-07-14,1C0,5,27_79,8624,2
2022-07-14,1C0,8,12_100,8255,2
2022-07-14,1C0,14,17_104,8156,2
2022-07-16,1C0,4,48_100,8482,2
2022-07-16,1C0,7,91_106,8096,2
2022-07-16,1C0,10,84_96,7980,2
2022-07-16,1C0,11,66_76,8175,2
2022-07-16,1C0,14,62_87,7996,2
2022-07-16,1C0,17,41_117,7961,2
2022-07-16,1C0,19,92_102,8705,2
2022-07-18,1C0,1,4_9,7053,2
2022-07-18,1C0,9,2_104,7053,2
2022-07-18,1C0,14,15,8372,1
2022-07-18,1C0,15,81_117,8101,2
2022-07-18,1C0,16,83_100,8068,2
2022-07-30,1C0,1,59,7887,1
2022-07-30,1C0,4,10_41,8526,2
2022-07-30,1C0,6,65_109,8415,2
2022-07-30,1C0,15,66_121,8166,2
2022-08-03,1C0,13,33_120,8272,2
2022-08-03,1C0,15,76,8203,1
2022-08-06,1C0,1,87_106,7938,2
2022-08-06,1C0,6,27_104,8483,2
2022-08-06,1C0,9,74_106,8444,2
2022-08-06,1C0,11,60_78,8137,2
2022-08-06,1C0,13,19_104,8303,2
2022-08-06,1C0,19,45_74,8129,2
2022-08-10,1C0,10,13_65,8324,2
2022-08-15,1C0,9,40_76,8497,2
2022-08-15,1C0,14,93,8396,1
2022-08-15,1C0,15,40_94,8308,2
2022-08-15,1C0,17,49_109,8263,2
2022-08-19,1C0,1,9_100,8054,2
2022-08-19,1C0,8,41_43,181,2
2022-08-22,1C0,7,119,8796,1
2022-08-24,1C0,6,19_41,8641,2
2022-08-24,1C0,9,36,8547,1
2022-08-24,1C0,13,23_40_108,8446,3
2022-08-24,1C0,17,10_87,8316,2
2022-08-24,1C0,18,19_53,8273,2
2022-08-31,1C0,6,26_68,8698,2
