date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,anomaly_total_number
2022-05-06,1D0,17,12_87,6075,2
2022-05-09,1D0,15,19_39_47,6306,3
2022-05-11,1D0,12,5_25_46_48,6435,4
2022-05-13,1D0,1,60_78_103,6575,3
2022-05-13,1D0,2,2_83_119,7014,3
2022-05-13,1D0,5,40_66_119,6903,3
2022-05-16,1D0,6,28_51_115,6834,3
2022-05-17,1D0,2,71_113_115,7095,3
2022-05-17,1D0,11,40_89_102,6704,3
2022-05-18,1D0,7,56_87_99,7009,3
2022-05-21,1D0,10,31_43_51,6787,3
2022-05-23,1D0,2,108,7166,1
2022-05-23,1D0,3,55_81_85_87,7246,4
2022-05-23,1D0,15,45_76_86,6535,3
2022-05-23,1D0,18,42_60_104,6415,3
2022-05-24,1D0,1,35_40_105,6780,3
2022-05-24,1D0,14,37_51_108,6642,3
2022-05-25,1D0,4,34_100,7131,2
2022-05-28,1D0,12,6_42_49,6741,3
2022-05-29,1D0,1,84_107,6873,2
2022-05-29,1D0,5,81_107,7201,2
2022-05-29,1D0,16,14_55_60,6503,3
2022-05-30,1D0,17,10_106_108,6493,3
2022-05-31,1D0,2,43_47_113,7311,3
2022-05-31,1D0,13,25_75_89,6792,3
2022-05-31,1D0,17,118,6493,1
2022-06-01,1D0,6,19_27,7139,2
2022-06-02,1D0,10,26_96_117,7004,3
2022-06-02,1D0,14,41_54_78,6814,3
2022-06-02,1D0,17,107_109,6493,2
2022-06-06,1D0,6,6_24_86,7236,3
2022-06-06,1D0,19,20_87_89_120,6474,4
2022-06-07,1D0,2,12_119,7431,2
2022-06-07,1D0,15,40_90_102,6812,3
2022-06-07,1D0,17,13,6492,1
2022-06-10,1D0,5,8_65,7430,2
2022-06-10,1D0,11,2_32_52,7138,3
2022-06-11,1D0,2,68_70_93,7517,3
2022-06-13,1D0,6,10_11_117,7386,3
2022-06-13,1D0,12,13_38_87,7039,3
2022-06-14,1D0,13,21_47_51,7057,3
2022-06-15,1D0,1,47_65,7200,2
2022-06-15,1D0,5,50_92,7515,2
2022-06-15,1D0,16,10_47,6828,2
2022-06-18,1D0,3,31_64_102,7743,3
2022-06-20,1D0,14,19_47_70,7128,3
2022-06-21,1D0,8,20_73,6915,2
2022-06-23,1D0,4,73_121,7684,2
2022-06-24,1D0,13,19_27_119,7233,3
2022-06-24,1D0,18,8_31_36,7023,3
2022-06-25,1D0,11,72_85_113,7416,3
2022-06-25,1D0,12,3_73_89_112,7239,4
2022-06-25,1D0,17,17_93_111,6832,3
2022-06-28,1D0,11,30_87_100,7452,3
2022-07-04,1D0,1,45_96,7472,2
2022-07-04,1D0,2,36,7839,1
2022-07-04,1D0,4,12_104_118,7791,3
2022-07-04,1D0,6,68_98_102,7658,3
2022-07-05,1D0,16,51_87,7108,2
2022-07-06,1D0,2,46_55,7875,2
2022-07-06,1D0,13,13_79_118,7352,3
2022-07-07,1D0,9,43_58,7753,2
2022-07-08,1D0,11,16_51_115,7756,3
2022-07-08,1D0,14,45_62,7368,2
2022-07-12,1D0,1,52_112,7569,2
2022-07-12,1D0,8,51_71,7173,2
2022-07-14,1D0,14,26_56_100,7398,3
2022-07-16,1D0,5,37_102,7928,2
2022-07-18,1D0,2,51_99_100,8010,3
2022-07-18,1D0,15,100_113_119,7389,3
2022-07-18,1D0,16,19_76_106,7255,3
2022-07-19,1D0,1,1_51_66_105,7647,4
2022-07-19,1D0,12,1_10_76_81,7493,4
2022-07-19,1D0,17,21_47,7063,2
2022-07-19,1D0,19,13_33_77,7053,3
2022-07-23,1D0,4,17_88,7992,2
2022-07-30,1D0,7,31_54_117,8021,3
2022-07-30,1D0,13,43_81_100,7553,3
2022-07-30,1D0,17,70_106,7081,2
2022-07-30,1D0,18,53_87_111,7321,3
2022-08-03,1D0,9,25_27_30,7989,3
2022-08-03,1D0,14,2_90,7523,2
2022-08-06,1D0,3,38_83,8283,2
2022-08-06,1D0,4,21_52_77,8106,3
2022-08-08,1D0,1,28_32_75,7799,3
2022-08-10,1D0,12,54_66_120,8045,3
2022-08-13,1D0,2,56_79_85,8257,3
2022-08-13,1D0,8,2_52,7469,2
2022-08-13,1D0,9,60_83,8045,2
2022-08-13,1D0,15,38_81_118,7584,3
2022-08-15,1D0,1,80_98_104,7905,3
2022-08-15,1D0,10,17_67,7951,2
2022-08-15,1D0,13,8_67_121,7712,3
2022-08-15,1D0,17,34_42_74,7249,3
2022-08-22,1D0,18,13_17_102,7531,3
2022-08-24,1D0,1,62_73,7959,2
2022-08-26,1D0,6,54_70_85_105,8174,4
2022-08-31,1D0,5,100,8329,1
