date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,anomaly_total_number
2022-06-13,2B0,3,41,6610,1
2022-06-13,2B0,13,25_27,5981,2
2022-06-16,2B0,16,35_83,6152,2
2022-06-17,2B0,2,34_119,6691,2
2022-06-17,2B0,18,107_121,6408,2
2022-06-20,2B0,11,70_65,6026,2
2022-06-20,2B0,12,24,6332,1
2022-06-22,2B0,5,30_36,6798,2
2022-06-23,2B0,13,60_66,6163,2
2022-06-27,2B0,5,72,6698,1
2022-06-27,2B0,14,76_104,6875,2
2022-07-06,2B0,5,96,6962,1
2022-07-06,2B0,15,76,5016,1
2022-07-07,2B0,7,16_60,6740,2
2022-07-07,2B0,13,29_111,6398,2
2022-07-08,2B0,4,56,7019,1
2022-07-08,2B0,14,26_109,6881,2
2022-07-08,2B0,17,58_83,6679,2
2022-07-12,2B0,3,92_106,2117,2
2022-07-12,2B0,16,47_87,6589,2
2022-07-25,2B0,10,28_29_47,7053,3
2022-07-27,2B0,14,80_94,7151,2
2022-07-27,2B0,16,23_50,6794,2
2022-08-03,2B0,3,94_102,7449,2
2022-08-03,2B0,5,24_66,6609,2
2022-08-03,2B0,11,76,6658,1
2022-08-03,2B0,18,89_101,7132,2
2022-08-05,2B0,4,91_92,7433,2
2022-08-08,2B0,7,31_57_91,7433,3
2022-08-08,2B0,14,23_42_68,7206,3
2022-08-08,2B0,17,80_81,7304,2
2022-08-13,2B0,1,11_51_74,7692,3
2022-08-13,2B0,3,13_105,7594,2
2022-08-13,2B0,5,7_94_108,7549,3
2022-08-19,2B0,2,15_103,7716,2
2022-08-19,2B0,15,67,5662,1
2022-08-22,2B0,16,29_60,7157,2
2022-08-24,2B0,1,8_27_85,7800,3
2022-08-26,2B0,6,11_21_23_29,6977,4
2022-08-26,2B0,7,17_87_104,7497,3
2022-08-29,2B0,5,38_64,7778,2
2022-08-29,2B0,16,53_79,7263,2
2022-08-29,2B0,19,34_57,7320,2
2022-08-31,2B0,1,13_15_39_46,7957,4
2022-09-03,2B0,2,22_105,7962,2
2022-09-03,2B0,3,43_60,7905,2
2022-09-03,2B0,11,76,7168,1
2022-09-03,2B0,12,8,7492,1
2022-09-05,2B0,11,29_90_121,7519,3
2022-09-05,2B0,12,13_96,7510,2
2022-09-07,2B0,10,29_31_39_58_60,7734,5
2022-09-07,2B0,13,100,7310,1
2022-09-09,2B0,14,83_87,7738,2
2022-09-12,2B0,1,24_74_84,8151,3
2022-09-12,2B0,8,54_59_62_64,7979,4
2022-09-12,2B0,13,74_76_100,7360,3
2022-09-12,2B0,17,27_60,7586,2
2022-09-14,2B0,18,25_41,7785,2
2022-09-16,2B0,4,6_66_119,7992,3
2022-09-16,2B0,7,52_96,7829,2
2022-09-16,2B0,14,49_113,7840,2
2022-09-20,2B0,2,25_43,8214,2
2022-09-20,2B0,3,41_120,8186,2
2022-09-20,2B0,5,68,8149,1
2022-09-20,2B0,11,25_43_118_120,7421,4
2022-09-20,2B0,15,69,6169,1
2022-09-20,2B0,16,21_60,7615,2
2022-09-23,2B0,8,59_92,8168,2
2022-10-19,2B0,2,18_36,8395,2
2022-10-19,2B0,4,94_103,8167,2
2022-10-19,2B0,13,32_55,7575,2
2022-10-19,2B0,14,83_106,7986,2
2022-10-19,2B0,15,66_93,6353,2
2022-10-19,2B0,16,22_29_36,7776,3
2022-10-20,2B0,11,15_120,7642,2
2022-10-27,2B0,4,90_91,8229,2
2022-10-27,2B0,8,50_104,8386,2
2022-10-27,2B0,9,29_58_113,6381,3
2022-10-27,2B0,15,29_88_92,6449,3
2022-10-28,2B0,5,29_43,8472,2
2022-10-28,2B0,13,119,7691,1
2022-11-02,2B0,4,52,8262,1
2022-11-02,2B0,10,60_76,8335,2
2022-11-02,2B0,12,68_102,8177,2
2022-11-02,2B0,14,89_115,8138,2
2022-11-02,2B0,17,47_70,8059,2
2022-11-02,2B0,18,76_83,8220,2
2022-11-04,2B0,7,47_58,8330,2
2022-11-04,2B0,13,55_89,7820,2
2022-11-04,2B0,14,9_41,8167,2
2022-11-07,2B0,8,55_56_68,8582,3
2022-11-07,2B0,16,52,8046,1
2022-11-09,2B0,7,21_119,8382,2
2022-11-11,2B0,11,15_77_120,7984,3
2022-11-11,2B0,17,23_40,8168,2
2022-11-14,2B0,4,87_95,8427,2
2022-11-14,2B0,6,13_64,8011,2
2022-11-14,2B0,10,38_47,8496,2
2022-11-14,2B0,15,67_69,6735,2
2022-11-16,2B0,13,41_98,7971,2
2022-11-16,2B0,16,54_96,8173,2
2022-11-17,2B0,13,29,7971,1
2022-11-17,2B0,15,92,6773,1
2022-11-21,2B0,11,6_120,8073,2
2022-11-21,2B0,14,48_74,8433,2
2022-11-21,2B0,18,17_29_53_99,8502,4
2022-11-25,2B0,7,63_104,8659,2
2022-11-28,2B0,6,9_18_29,8287,3
2022-11-28,2B0,8,72_98,8826,2
2022-11-28,2B0,11,1_37_120,8183,3
2022-12-04,2B0,4,23_72_99,8689,3
2022-12-04,2B0,7,8_25_107,8796,3
2022-12-04,2B0,9,25_43_49,7011,3
2022-12-04,2B0,11,67_85_120,8209,3
2022-12-04,2B0,12,19_29_85,8640,3
2022-12-08,2B0,8,47_64,9054,2
2022-12-08,2B0,10,63_93,8949,2
2022-12-08,2B0,14,19_66_94,8629,3
2022-12-08,2B0,17,19_29_93,8636,3
2022-12-11,2B0,6,10_33_58,8509,3
2022-12-11,2B0,7,21_83,8897,2
2022-12-11,2B0,16,15_93,8646,2
2022-12-11,2B0,19,3_29_58,8704,3
2022-12-14,2B0,4,89_91_104,8869,3
2022-12-14,2B0,16,20_36,8689,2
2022-12-17,2B0,10,93_108,9087,2
2022-12-19,2B0,13,78_113,8556,2
2022-12-19,2B0,16,98_120,8748,2
2022-12-21,2B0,11,83_111_120,8488,3
2022-12-21,2B0,18,57_59_98,8958,3
2022-12-22,2B0,4,60_91,9017,2
2022-12-22,2B0,8,13_60,9317,2
2022-12-22,2B0,12,11_104,8964,2
2022-12-23,2B0,16,66_73,8819,2
2022-12-26,2B0,6,63_80,8791,2
2022-12-26,2B0,8,98_113,9368,2
2022-12-26,2B0,10,64_108,9202,2
2022-12-26,2B0,13,23_32_121,8665,3
2022-12-27,2B0,17,26_91_115,8985,3
2022-12-27,2B0,19,8_28_78,9006,3
2022-12-28,2B0,9,45_77,7479,2
2022-12-28,2B0,15,67_92,7541,2
2022-12-30,2B0,4,29_91_96,9163,3
2022-12-30,2B0,11,8_14,8646,2
2022-12-30,2B0,14,29_45_80,9050,3
2023-01-03,2B0,8,29_73_119,9495,3
2023-01-03,2B0,11,49_58,8718,2
2023-01-03,2B0,14,8_51_87,9126,3
2023-01-03,2B0,16,43_74,8988,2
2023-01-07,2B0,6,9_14,9011,2
2023-01-07,2B0,9,17_32,7625,2
2023-01-07,2B0,19,19_48_86,9209,3
2023-01-10,2B0,7,62_112,9483,2
2023-01-10,2B0,11,29_51_118_120,8833,4
2023-01-10,2B0,12,98_87,9319,2
2023-01-10,2B0,16,20_68,9086,2
2023-01-11,2B0,8,45_78_96,9650,3
2023-01-11,2B0,14,2_95_102_111,9289,4
2023-01-12,2B0,11,60_74_77,8868,3
2023-01-16,2B0,12,10_15_79,9435,3
2023-01-16,2B0,13,15_23,9038,2
2023-01-16,2B0,14,42_49_96,9358,3
2023-01-16,2B0,16,57_98,9150,2
2023-01-16,2B0,19,29_38_58,9370,3
2023-01-18,2B0,7,29_91_100,9646,3
2023-01-18,2B0,9,65_91_92,7843,3
2023-01-18,2B0,11,56_119,8981,2
2023-01-21,2B0,6,104_111,9269,2
2023-01-24,2B0,7,53_56_120,9728,3
2023-01-24,2B0,13,8_36,9178,2
2023-01-24,2B0,15,29_23_24,8053,3
2023-01-28,2B0,11,48_120,9151,2
2023-01-28,2B0,14,43_117_119,9569,3
2023-01-31,2B0,17,16_72_98,9674,3
2023-02-01,2B0,16,55_119,9437,2
2023-02-04,2B0,6,29_47_121,9493,3
2023-02-04,2B0,13,19_41,9365,2
2023-02-04,2B0,19,18_23_31,9695,3
2023-02-06,2B0,15,67_90_92,8276,3
2023-02-06,2B0,16,94,9507,1
